pais;codigo;ano;expectativa_vida;pib_per_capita;populacao;continente
Libya;LBY;1986;67,8;5370;3800115;Africa
Lithuania;LTU;1986;71,9;13667;3702823;Europe
Luxembourg;LUX;1986;74,1;30051;368179;Europe
Madagascar;MDG;1986;49,8;1267;10588432;Africa
Malawi;MWI;1986;44,3;936;7909822;Africa
Malaysia;MYS;1986;70,5;6543;15558747;Asia
Mali;MLI;1986;44;1138;8334593;Africa
Malta;MLT;1986;73,7;10584;352095;Europe
Mauritania;MRT;1986;58;1553;1798015;Africa
Mauritius;MUS;1986;67,7;9001;1039034;Africa
Mexico;MEX;1986;68,4;9283;76224360;North America
Moldova;MDA;1986;67,6;9937;4343290;Europe
Mongolia;MNG;1986;56,9;2142;1969916;Asia
Montenegro;MNE;1986;74,4;8021;607633;Europe
Morocco;MAR;1986;60;3977;22824446;Africa
Mozambique;MOZ;1986;40,7;1479;12909798;Africa
Myanmar;MMR;1986;55,9;1465;37572344;Asia
Namibia;NAM;1986;59,6;5530;1127991;Africa
Nepal;NPL;1986;51,5;1218;17936924;Asia
Netherlands;NLD;1986;76,4;24893;14592526;Europe
New Zealand;NZL;1986;74,1;22124;3281673;Oceania
Nicaragua;NIC;1986;57,8;3011;3852022;North America
Niger;NER;1986;40,1;969;7408370;Africa
Nigeria;NGA;1986;46;1610;85804192;Africa
North Macedonia;MKD;1986;70,4;10551;2012925;Europe
Norway;NOR;1986;76,3;28504;4167465;Europe
Oman;OMN;1986;67;10268;1443449;Asia
Pakistan;PAK;1986;59,5;2302;100618520;Asia
Palestine;PSE;1986;65,9;5330;1775272;Asia
Panama;PAN;1986;70,8;7578;2246965;North America
Paraguay;PRY;1986;66,7;4854;3636030;South America
Peru;PER;1986;62;6290;20208446;South America
Philippines;PHL;1986;63,7;3161;56109844;Asia
Poland;POL;1986;70,6;9240;37436804;Europe
Portugal;PRT;1986;73,6;13774;10011029;Europe
Puerto Rico;PRI;1986;73,7;14304;3434975;North America
Qatar;QAT;1986;72,6;12881;382338;Asia
Romania;ROU;1986;69,4;6378;22587322;Europe
Russia;RUS;1986;69;12694;144046480;Europe
Rwanda;RWA;1986;51,6;1642;6497813;Africa
Saint Lucia;LCA;1986;70,3;4157;134820;North America
Sao Tome and Principe;STP;1986;57,5;2418;108978;Africa
Saudi Arabia;SAU;1986;66,9;12897;13483356;Asia
Senegal;SEN;1986;53,9;2031;6710889;Africa
Serbia;SRB;1986;69;11180;7931910;Europe
Seychelles;SYC;1986;68,5;6601;68343;Africa
Sierra Leone;SLE;1986;43,8;1597;3842925;Africa
Singapore;SGP;1986;74,2;16831;2749737;Asia
Slovakia;SVK;1986;70,9;12242;5175412;Europe
Slovenia;SVN;1986;71,8;21122;1959559;Europe
South Africa;ZAF;1986;62,9;6236;34877840;Africa
South Korea;KOR;1986;69,3;9756,205078;41808708;Asia
Spain;ESP;1986;76,7;15237;38590808;Europe
Sri Lanka;LKA;1986;71,4;3607;16317998;Asia
Sweden;SWE;1986;77;26309;8411798;Europe
Switzerland;CHE;1986;77;30847,99414;6503525;Europe
Syria;SYR;1986;69,2;9200;10907622;Asia
Taiwan;TWN;1986;73,4;11918;19761802;Asia
Tajikistan;TJK;1986;60,8;5319;4798283;Asia
Tanzania;TZA;1986;51,7;845;23324272;Africa
Thailand;THA;1986;68,4;5053;51542096;Asia
Togo;TGO;1986;53,7;1237;3439376;Africa
Trinidad and Tobago;TTO;1986;68,3;15871;1216376;North America
Tunisia;TUN;1986;68,2;4841;7675506;Africa
Turkey;TUR;1986;65,8;7323;50223888;Asia
Turkmenistan;TKM;1986;63;6204;3336772;Asia
Uganda;UGA;1986;45,3;858;15486815;Africa
Ukraine;UKR;1986;70,4;9408;51076744;Europe
United Arab Emirates;ARE;1986;71;21949;1468701;Asia
United Kingdom;GBR;1986;74,8;23498;56721912;Europe
United States;USA;1986;74,7;33850;237512784;North America
Uruguay;URY;1986;72,4;9628;3041205;South America
Uzbekistan;UZB;1986;64,7;6904;18560002;Asia
Venezuela;VEN;1986;71;13751;17860872;South America
Vietnam;VNM;1986;68;1481;61221108;Asia
Yemen;YEM;1986;53,8;3684;11465449;Asia
Zambia;ZMB;1986;51,1;1215;6890973;Africa
Zimbabwe;ZWE;1986;62;2107;8983048;Africa
Afghanistan;AFG;1987;39,8;1211;10322767;Asia
Albania;ALB;1987;72,4;3894;3237677;Europe
Algeria;DZA;1987;65,8;5088;23586098;Africa
Angola;AGO;1987;40,9;1211;10694060;Africa
Argentina;ARG;1987;70,6;11633;31216450;South America
Armenia;ARM;1987;68,1;9789;3351374;Asia
Australia;AUS;1987;76,1;25971;16259251;Oceania
Austria;AUT;1987;74,9;24409;7572379;Europe
Azerbaijan;AZE;1987;62,6;8995;7132688;Asia
Bahrain;BHR;1987;72,4;6786;466573;Asia
Bangladesh;BGD;1987;54,9;960;100490256;Asia
Barbados;BRB;1987;72,7;12683;258668;North America
Belarus;BLR;1987;70,6;11297;10270610;Europe
Belgium;BEL;1987;75,3;24772;9900226;Europe
Benin;BEN;1987;51,7;1782;4688794;Africa
Bolivia;BOL;1987;54,5;3330;6661432;South America
Bosnia and Herzegovina;BIH;1987;71,7;6886;4440298;Europe
Botswana;BWA;1987;62,5;3601;1220365;Africa
Brazil;BRA;1987;65,1;8402;142466272;South America
Bulgaria;BGR;1987;71,4;10173;8865756;Europe
Burkina Faso;BFA;1987;49,1;1336;8434994;Africa
Burundi;BDI;1987;47,5;1095;5157770;Africa
Cambodia;KHM;1987;53,5;1490;7975606;Asia
Cameroon;CMR;1987;54,7;2471;10433912;Africa
Canada;CAN;1987;76,8;29246;26436886;North America
Cape Verde;CPV;1987;63,4;1817;348726;Africa
Central African Republic;CAF;1987;50,4;1079;2615596;Africa
Chad;TCD;1987;42,8;663;5300856;Africa
Chile;CHL;1987;72,5;8721;12712786;South America
China;CHN;1987;67,3;2931;1096851840;Asia
Colombia;COL;1987;68,3;7296;30603052;South America
Comoros;COM;1987;54,4;1149;396895;Africa
Congo;COG;1987;57,4;3953;2188660;Africa
Costa Rica;CRI;1987;75,7;7221;2924597;North America
Cote d'Ivoire;CIV;1987;53,2;2579;10663504;Africa
Croatia;HRV;1987;71,5;14362;4849966;Europe
Cuba;CUB;1987;73,8;4887;10326905;North America
Cyprus;CYP;1987;73,1;12792;755031;Europe
Czechia;CZE;1987;71,5;13514;10302081;Europe
Democratic Republic of Congo;COD;1987;47,3;918;32712580;Africa
Denmark;DNK;1987;74,7;28728;5121515;Europe
Djibouti;DJI;1987;54,8;2670;452286;Africa
Dominica;DMA;1987;70,9;3370;70824;North America
Dominican Republic;DOM;1987;65,3;3877;6692727;North America
Ecuador;ECU;1987;67,3;5893;9729380;South America
Egypt;EGY;1987;62,1;3929;52841316;Africa
El Salvador;SLV;1987;59,7;3351;5067205;North America
Equatorial Guinea;GNQ;1987;50,3;2579;414778;Africa
Estonia;EST;1987;70,3;16898;1547709;Europe
Eswatini;SWZ;1987;62;3403;758676;Africa
Ethiopia;ETH;1987;45,4;980;42851960;Africa
Finland;FIN;1987;74,8;24519;4932176;Europe
France;FRA;1987;76,1;25756;55641536;Europe
Gabon;GAB;1987;59,9;6320;905029;Africa
Gambia;GMB;1987;49,4;1406;923922;Africa
Georgia;GEO;1987;68,3;13707;5415391;Asia
Germany;DEU;1987;75,1;25027;78090896;Europe
Ghana;GHA;1987;53,8;1605;14310795;Africa
Greece;GRC;1987;76,3;14944;10029145;Europe
Guatemala;GTM;1987;61,4;5098;8369362;North America
Guinea;GIN;1987;46,4;826;5820777;Africa
Guinea-Bissau;GNB;1987;45,8;1183;928415;Africa
Haiti;HTI;1987;52,2;1682;6508351;North America
Honduras;HND;1987;64;2970;4645740;North America
Hong Kong;HKG;1987;77;25414;5578536;Asia
Hungary;HUN;1987;69,6;10861;10469197;Europe
Iceland;ISL;1987;77,3;29576;246041;Europe
India;IND;1987;57,3;1793;815716160;Asia
Indonesia;IDN;1987;62;3370;172421392;Asia
Iran;IRN;1987;62,8;5713;50541504;Asia
Iraq;IRQ;1987;61,2;6052;16598017;Asia
Ireland;IRL;1987;74,4;15458;3513702;Europe
Israel;ISR;1987;75,6;20196;4412035;Asia
Italy;ITA;1987;76,3;23824;56644528;Europe
Jamaica;JAM;1987;71,3;5254;2336242;North America
Japan;JPN;1987;78,6;25904;122268888;Asia
Jordan;JOR;1987;68,9;7911;3014701;Asia
Kazakhstan;KAZ;1987;65;11389;16072474;Asia
Kenya;KEN;1987;60;1698;20882096;Africa
Kuwait;KWT;1987;74,1;12416;2048485;Asia
Kyrgyzstan;KGZ;1987;63,8;5241;4202473;Asia
Laos;LAO;1987;52,2;1350;3959701;Asia
Latvia;LVA;1987;70,2;14360;2681830;Europe
Lebanon;LBN;1987;61,4;6202;3390870;Asia
Lesotho;LSO;1987;59,5;1621;1698946;Africa
Liberia;LBR;1987;44,5;3084;2372454;Africa
Libya;LBY;1987;68,2;4465;3911950;Africa
Lithuania;LTU;1987;71,6;13831;3732010;Europe
Luxembourg;LUX;1987;74,2;30533;370536;Europe
Madagascar;MDG;1987;50,2;1258;10890521;Africa
Malawi;MWI;1987;43,8;905;8295992;Africa
Malaysia;MYS;1987;70,7;6723;16033107;Asia
Mali;MLI;1987;44,7;1138;8474335;Africa
Malta;MLT;1987;74,6;10943;355177;Europe
Mauritania;MRT;1987;58,6;1551;1851100;Africa
Mauritius;MUS;1987;68;9840;1051817;Africa
Mexico;MEX;1987;68,8;9256;77553504;North America
Moldova;MDA;1987;68,1;9852;4388484;Europe
Mongolia;MNG;1987;57,4;2168;2021507;Asia
Montenegro;MNE;1987;75,3;7592;610820;Europe
Morocco;MAR;1987;60,7;3790;23279934;Africa
Mozambique;MOZ;1987;40,8;1562;12964793;Africa
Myanmar;MMR;1987;56,1;1382;38233172;Asia
Namibia;NAM;1987;60,2;5595;1165435;Africa
Nepal;NPL;1987;52,5;1208;18326202;Asia
Netherlands;NLD;1987;76,8;25085;14675302;Europe
New Zealand;NZL;1987;74,2;22142;3299449;Oceania
Nicaragua;NIC;1987;57,7;2922;3941466;North America
Niger;NER;1987;40,4;912;7636591;Africa
Nigeria;NGA;1987;46;1556;88044192;Africa
North Macedonia;MKD;1987;70,4;10385;2023098;Europe
Norway;NOR;1987;76,1;28953;4187034;Europe
Oman;OMN;1987;67,9;10699;1533352;Asia
Pakistan;PAK;1987;59,1;2364;104251096;Asia
Palestine;PSE;1987;66,4;5004;1862775;Asia
Panama;PAN;1987;70,9;7653;2297235;North America
Paraguay;PRY;1987;67;4919;3739057;South America
Peru;PER;1987;62,8;6682;20671362;South America
Philippines;PHL;1987;64,3;3218;57415180;Asia
Poland;POL;1987;70,7;9059;37654412;Europe
Portugal;PRT;1987;74,1;14641;10020209;Europe
Puerto Rico;PRI;1987;73,8;14870;3461929;North America
Qatar;QAT;1987;73;12819;397403;Asia
Romania;ROU;1987;68,8;6400;22653810;Europe
Russia;RUS;1987;69;12597;145312016;Europe
Rwanda;RWA;1987;51,5;1586;6735836;Africa
Saint Lucia;LCA;1987;70;4224;136792;North America
Sao Tome and Principe;STP;1987;61;2299;111627;Africa
Saudi Arabia;SAU;1987;67,4;12919;14089800;Asia
Senegal;SEN;1987;54,8;2048;6909836;Africa
Serbia;SRB;1987;69,2;10973;7948309;Europe
Seychelles;SYC;1987;68,8;6827;68925;Africa
Sierra Leone;SLE;1987;44;1624;3947870;Africa
Singapore;SGP;1987;74,7;18345;2814749;Asia
Slovakia;SVK;1987;71,1;12473;5201175;Europe
Slovenia;SVN;1987;71,9;20851;1966500;Europe
South Africa;ZAF;1987;63;6212;36119328;Africa
South Korea;KOR;1987;69,5;10864,97363;42405260;Asia
Spain;ESP;1987;77;16268;38694532;Europe
Sri Lanka;LKA;1987;71,5;3590;16547143;Asia
Sweden;SWE;1987;77,1;27016;8438000;Europe
Switzerland;CHE;1987;77,3;31774,37109;6544455;Europe
Syria;SYR;1987;69,3;9055;11281108;Asia
Taiwan;TWN;1987;73,7;13705;19995934;Asia
Tajikistan;TJK;1987;61,3;5040;4946298;Asia
Tanzania;TZA;1987;51,7;859;24099424;Africa
Thailand;THA;1987;69,4;5453;52479184;Asia
Togo;TGO;1987;54,1;1165;3544933;Africa
Trinidad and Tobago;TTO;1987;68,3;14929;1231446;North America
Tunisia;TUN;1987;68,9;5043;7874308;Africa
Turkey;TUR;1987;66,3;7838;51250156;Asia
Turkmenistan;TKM;1987;63,4;6194;3430503;Asia
Uganda;UGA;1987;46,6;877;15974224;Africa
Ukraine;UKR;1987;70,1;9648;51236432;Europe
United Arab Emirates;ARE;1987;71,5;21487;1575913;Asia
United Kingdom;GBR;1987;75,1;24536;56826320;Europe
United States;USA;1987;74,9;34730;239853168;North America
Uruguay;URY;1987;72,6;10305;3058793;South America
Uzbekistan;UZB;1987;65;6680;19077168;Asia
Venezuela;VEN;1987;71;13866;18328660;South America
Vietnam;VNM;1987;68,4;1500;62630788;Asia
Yemen;YEM;1987;57,1;3712;11915564;Asia
Zambia;ZMB;1987;50,3;1203;7095185;Africa
Zimbabwe;ZWE;1987;61,8;2004;9277484;Africa
Afghanistan;AFG;1988;44;1101;10383459;Asia
Albania;ALB;1988;72,6;3920;3263019;Europe
Algeria;DZA;1988;67;4850;24243024;Africa
Angola;AGO;1988;41,5;1360;11060263;Africa
Argentina;ARG;1988;71,1;11244;31690790;South America
Armenia;ARM;1988;53,9;9301;3366840;Asia
Australia;AUS;1988;76,3;26702;16525901;Oceania
Austria;AUT;1988;75,4;25112;7583766;Europe
Azerbaijan;AZE;1988;62,7;9328;7261150;Asia
Bahrain;BHR;1988;72,4;6802;483343;Asia
Bangladesh;BGD;1988;55;964;102688832;Asia
Barbados;BRB;1988;72,7;13087;258771;North America
Belarus;BLR;1988;70,5;11198;10333484;Europe
Belgium;BEL;1988;75,6;25905;9917989;Europe
Benin;BEN;1988;52,3;1780;4831628;Africa
Bolivia;BOL;1988;55,2;3386;6804076;South America
Bosnia and Herzegovina;BIH;1988;71,8;6668;4463329;Europe
Botswana;BWA;1988;61,8;3920;1261276;Africa
Brazil;BRA;1988;65,5;8230;145253984;South America
Bulgaria;BGR;1988;71,5;10098;8835822;Europe
Burkina Faso;BFA;1988;49,1;1403;8663721;Africa
Burundi;BDI;1988;43;1119;5271844;Africa
Cambodia;KHM;1988;54,3;1473;8269784;Asia
Cameroon;CMR;1988;54,9;2287;10759581;Africa
Canada;CAN;1988;76,9;30275;26815068;North America
Cape Verde;CPV;1988;64,1;1898;353237;Africa
Central African Republic;CAF;1988;50,2;1073;2657237;Africa
Chad;TCD;1988;45,8;692;5483044;Africa
Chile;CHL;1988;72,5;9199;12918395;South America
China;CHN;1988;67,6;3045;1115889792;Asia
Colombia;COL;1988;68,4;7442;31256726;South America
Comoros;COM;1988;54,9;1152;408068;Africa
Congo;COG;1988;57;3908;2253337;Africa
Costa Rica;CRI;1988;76,1;7270;3001463;North America
Cote d'Ivoire;CIV;1988;53;2444;11043200;Africa
Croatia;HRV;1988;71,9;14207;4865827;Europe
Cuba;CUB;1988;73,9;4994;10425438;North America
Cyprus;CYP;1988;73,1;13748;766417;Europe
Czechia;CZE;1988;71,7;13791;10304147;Europe
Democratic Republic of Congo;COD;1988;47,8;894;33750044;Africa
Denmark;DNK;1988;74,8;29049;5126107;Europe
Djibouti;DJI;1988;55,2;2652;482344;Africa
Dominica;DMA;1988;71,4;3687;70408;North America
Dominican Republic;DOM;1988;66;3821;6834210;North America
Ecuador;ECU;1988;68,1;6357;9969790;South America
Egypt;EGY;1988;63;4001;54298448;Africa
El Salvador;SLV;1988;61,5;3344;5170444;North America
Equatorial Guinea;GNQ;1988;50,5;2577;431597;Africa
Estonia;EST;1988;70,4;17661;1559598;Europe
Eswatini;SWZ;1988;62,7;3492;794440;Africa
Ethiopia;ETH;1988;45,1;969;44511536;Africa
Finland;FIN;1988;74,8;25644;4946563;Europe
France;FRA;1988;76,4;26763;55911476;Europe
Gabon;GAB;1988;60;6982;930473;Africa
Gambia;GMB;1988;50,1;1417;960847;Africa
Georgia;GEO;1988;68,5;14665;5450142;Asia
Germany;DEU;1988;75,3;25759;78477528;Europe
Ghana;GHA;1988;54,5;1648;14671683;Africa
Greece;GRC;1988;77;15596;10120189;Europe
Guatemala;GTM;1988;62;5086;8600110;North America
Guinea;GIN;1988;46,6;856;5977177;Africa
Guinea-Bissau;GNB;1988;46,3;1235;943086;Africa
Haiti;HTI;1988;52,6;1701;6644968;North America
Honduras;HND;1988;64,3;3009;4778119;North America
Hong Kong;HKG;1988;77,1;27063;5665618;Asia
Hungary;HUN;1988;69,9;11207;10434269;Europe
Iceland;ISL;1988;76,9;28934;249920;Europe
India;IND;1988;57,8;1938;833729664;Asia
Indonesia;IDN;1988;62,2;3500;175694640;Asia
Iran;IRN;1988;63,4;5249;52111868;Asia
Iraq;IRQ;1988;57,5;4635;16987352;Asia
Ireland;IRL;1988;74,4;16313;3498032;Europe
Israel;ISR;1988;76,1;20256;4535402;Asia
Italy;ITA;1988;76,5;24743;56670880;Europe
Jamaica;JAM;1988;71,5;5397;2354813;North America
Japan;JPN;1988;78,5;27393;122798304;Asia
Jordan;JOR;1988;69,3;7571;3157180;Asia
Kazakhstan;KAZ;1988;65,2;12256;16430588;Asia
Kenya;KEN;1988;59,5;1741;21626126;Africa
Kuwait;KWT;1988;74,5;12317;2129160;Asia
Kyrgyzstan;KGZ;1988;64,1;5679;4272638;Asia
Laos;LAO;1988;52,7;1286;4074966;Asia
Latvia;LVA;1988;70,2;14875;2690475;Europe
Lebanon;LBN;1988;61,7;4385;3457153;Asia
Lesotho;LSO;1988;59,6;1736;1733736;Africa
Liberia;LBR;1988;44;3070;2439645;Africa
Libya;LBY;1988;68,6;4670;4021580;Africa
Lithuania;LTU;1988;71,5;14851;3755543;Europe
Luxembourg;LUX;1988;74,9;33351;373436;Europe
Madagascar;MDG;1988;50,6;1240;11206792;Africa
Malawi;MWI;1988;43,4;872;8754782;Africa
Malaysia;MYS;1988;70,9;7144;16524616;Asia
Mali;MLI;1988;45,4;1116;8617480;Africa
Malta;MLT;1988;74,8;11765;358450;Europe
Mauritania;MRT;1988;59,1;1533;1905852;Africa
Mauritius;MUS;1988;68,2;10418;1064328;Africa
Mexico;MEX;1988;69,3;9193;78892016;North America
Moldova;MDA;1988;68,2;9731;4428712;Europe
Mongolia;MNG;1988;57,9;2227;2073778;Asia
Montenegro;MNE;1988;76,3;7299;614277;Europe
Morocco;MAR;1988;61,3;4077;23720600;Africa
Mozambique;MOZ;1988;43,8;1701;12956776;Africa
Myanmar;MMR;1988;56,1;1207;38868272;Asia
Namibia;NAM;1988;60,2;5386;1207959;Africa
Nepal;NPL;1988;53,1;1269;18720746;Asia
Netherlands;NLD;1988;77;25574;14762321;Europe
New Zealand;NZL;1988;74,5;22022;3316005;Oceania
Nicaragua;NIC;1988;60,3;2498;4033290;North America
Niger;NER;1988;40,8;939;7872257;Africa
Nigeria;NGA;1988;46,1;1667;90351464;Africa
North Macedonia;MKD;1988;70,8;10034;2031937;Europe
Norway;NOR;1988;76,3;28786;4209655;Europe
Oman;OMN;1988;68,6;10633;1623437;Asia
Pakistan;PAK;1988;59,4;2442;107967840;Asia
Palestine;PSE;1988;66,8;4745;1963258;Asia
Panama;PAN;1988;70,9;6743;2347826;North America
Paraguay;PRY;1988;67,3;5082;3844442;South America
Peru;PER;1988;63,6;6003;21143804;South America
Philippines;PHL;1988;64,9;3355;58755920;Asia
Poland;POL;1988;71;9228;37812084;Europe
Portugal;PRT;1988;74,1;15729;10023309;Europe
Puerto Rico;PRI;1988;73,9;15701;3487969;North America
Qatar;QAT;1988;73,2;12492;412156;Asia
Romania;ROU;1988;69;6338;22719092;Europe
Russia;RUS;1988;68,9;12720;146464384;Europe
Rwanda;RWA;1988;51;1538;6953975;Africa
Saint Lucia;LCA;1988;70,1;4779;138676;North America
Sao Tome and Principe;STP;1988;61,3;2295;114528;Africa
Saudi Arabia;SAU;1988;68;12795;14713717;Asia
Senegal;SEN;1988;55,8;2085;7113639;Africa
Serbia;SRB;1988;69,6;10793;7963944;Europe
Seychelles;SYC;1988;69,5;7114;69605;Africa
Sierra Leone;SLE;1988;44;1626;4056222;Africa
Singapore;SGP;1988;74,6;19853;2880509;Asia
Slovakia;SVK;1988;71,1;12659;5224911;Europe
Slovenia;SVN;1988;72,6;20083;1973499;Europe
South Africa;ZAF;1988;63,3;6319;37393848;Africa
South Korea;KOR;1988;70,3;12039,94531;42988456;Asia
Spain;ESP;1988;77;17272;38781724;Europe
Sri Lanka;LKA;1988;71,5;3633;16773736;Asia
Sweden;SWE;1988;77;27468;8468135;Europe
Switzerland;CHE;1988;77,4;32482,9082;6592667;Europe
Syria;SYR;1988;69,7;9913;11657770;Asia
Taiwan;TWN;1988;73,5;14183;20211368;Asia
Tajikistan;TJK;1988;61,8;5515;5100020;Asia
Tanzania;TZA;1988;51,8;867;24844152;Africa
Thailand;THA;1988;69,7;6089;53410956;Asia
Togo;TGO;1988;54,3;1239;3653426;Africa
Trinidad and Tobago;TTO;1988;68,4;14198;1244637;North America
Tunisia;TUN;1988;69,6;4940;8068792;Africa
Turkey;TUR;1988;66,8;8019;52275892;Asia
Turkmenistan;TKM;1988;63,7;6601;3525116;Asia
Uganda;UGA;1988;46,7;902;16489326;Africa
Ukraine;UKR;1988;70,1;9704;51372376;Europe
United Arab Emirates;ARE;1988;71,6;20215;1683687;Asia
United Kingdom;GBR;1988;75,3;25679;56952648;Europe
United States;USA;1988;74,8;35863;242287808;North America
Uruguay;URY;1988;72,8;10256;3077764;South America
Uzbekistan;UZB;1988;65,1;7101;19600032;Asia
Venezuela;VEN;1988;71,3;14308;18800774;South America
Vietnam;VNM;1988;68,5;1556;64037520;Asia
Yemen;YEM;1988;57,8;3747;12387243;Asia
Zambia;ZMB;1988;49,5;1239;7294325;Africa
Zimbabwe;ZWE;1988;61,3;2114;9568745;Africa
Afghanistan;AFG;1989;45,2;999;10673172;Asia
Albania;ALB;1989;72,9;3948;3282187;Europe
Algeria;DZA;1989;67,1;4889;24889516;Africa
Angola;AGO;1989;41,8;1360;11439505;Africa
Argentina;ARG;1989;71,4;10393;32165770;South America
Armenia;ARM;1989;68,7;10525;3448188;Asia
Australia;AUS;1989;76,2;27407;16796586;Oceania
Austria;AUT;1989;75,5;26078;7619393;Europe
Azerbaijan;AZE;1989;62,6;8421;7348876;Asia
Bahrain;BHR;1989;72,6;6751;500360;Asia
Bangladesh;BGD;1989;55,1;966;104893672;Asia
Barbados;BRB;1989;72,7;13498;258767;North America
Belarus;BLR;1989;70;11893;10387611;Europe
Belgium;BEL;1989;75,6;26690;9937168;Europe
Benin;BEN;1989;52,7;1715;4979683;Africa
Bolivia;BOL;1989;55,8;3408;6949147;South America
Bosnia and Herzegovina;BIH;1989;71,8;6711;4481226;Europe
Botswana;BWA;1989;61,4;5066;1301681;Africa
Brazil;BRA;1989;65,9;8333;148003424;South America
Bulgaria;BGR;1989;71,5;9908;8804436;Europe
Burkina Faso;BFA;1989;49,2;1342;8895235;Africa
Burundi;BDI;1989;45,6;1111;5373706;Africa
Cambodia;KHM;1989;54,8;1455;8570931;Asia
Cameroon;CMR;1989;54,9;2021;11089225;Africa
Canada;CAN;1989;77,1;30458;27244408;North America
Cape Verde;CPV;1989;64,4;1980;358160;Africa
Central African Republic;CAF;1989;50;1070;2724112;Africa
Chad;TCD;1989;45,9;685;5670621;Africa
Chile;CHL;1989;72,5;10005;13128625;South America
China;CHN;1989;67,8;3022;1134414720;Asia
Colombia;COL;1989;68,5;7533;31923126;South America
Comoros;COM;1989;55,2;1108;419591;Africa
Congo;COG;1989;56,5;3865;2319181;Africa
Costa Rica;CRI;1989;76,3;7489;3079008;North America
Cote d'Ivoire;CIV;1989;52,9;2343;11462955;Africa
Croatia;HRV;1989;72;13959;4874189;Europe
Cuba;CUB;1989;74;4991;10527187;North America
Cyprus;CYP;1989;73,5;14712;777599;Europe
Czechia;CZE;1989;71,8;14027;10304498;Europe
Democratic Republic of Congo;COD;1989;48,2;861;34825892;Africa
Denmark;DNK;1989;74,9;29108;5133937;Europe
Djibouti;DJI;1989;55,3;2436;521114;Africa
Dominica;DMA;1989;69,6;3714;69996;North America
Dominican Republic;DOM;1989;66,5;4219;6980041;North America
Ecuador;ECU;1989;68,7;6207;10210190;South America
Egypt;EGY;1989;63,6;4030;55765848;Africa
El Salvador;SLV;1989;59,7;3322;5270833;North America
Equatorial Guinea;GNQ;1989;50,7;2479;448434;Africa
Estonia;EST;1989;70,4;18779;1568053;Europe
Eswatini;SWZ;1989;62,9;3668;825960;Africa
Ethiopia;ETH;1989;45;956;46195952;Africa
Finland;FIN;1989;75;27012;4964482;Europe
France;FRA;1989;76,5;27576;56169944;Europe
Gabon;GAB;1989;60,3;7422;956514;Africa
Gambia;GMB;1989;50,6;1407;999738;Africa
Georgia;GEO;1989;68,4;14161;5445485;Asia
Germany;DEU;1989;75,5;26393;78916440;Europe
Ghana;GHA;1989;55,2;1685;15052443;Africa
Greece;GRC;1989;77,1;16117;10211975;Europe
Guatemala;GTM;1989;62,4;5144;8839546;North America
Guinea;GIN;1989;46,8;869;6136172;Africa
Guinea-Bissau;GNB;1989;46,7;1259;958245;Africa
Haiti;HTI;1989;52,8;1619;6784163;North America
Honduras;HND;1989;64,9;3045;4913683;North America
Hong Kong;HKG;1989;77,2;27377;5752711;Asia
Hungary;HUN;1989;69,4;11003;10397176;Europe
Iceland;ISL;1989;77,9;28652;253054;Europe
India;IND;1989;58,2;2024;852012672;Asia
Indonesia;IDN;1989;62,7;3747;178949168;Asia
Iran;IRN;1989;65,7;5303;53644740;Asia
Iraq;IRQ;1989;58,2;4098;17442600;Asia
Ireland;IRL;1989;74,5;17343;3483316;Europe
Israel;ISR;1989;76,7;20091;4666781;Asia
Italy;ITA;1989;76,9;25454;56711524;Europe
Jamaica;JAM;1989;72,2;5748;2373368;North America
Japan;JPN;1989;79;28601;123270648;Asia
Jordan;JOR;1989;69,6;6540;3310963;Asia
Kazakhstan;KAZ;1989;65,1;12153;16704995;Asia
Kenya;KEN;1989;59;1761;22387804;Africa
Kuwait;KWT;1989;74,8;12701;2210017;Asia
Kyrgyzstan;KGZ;1989;64,4;5719;4335810;Asia
Laos;LAO;1989;53,3;1428;4193540;Asia
Latvia;LVA;1989;70,2;15661;2693388;Europe
Lebanon;LBN;1989;64,2;2488;3525517;Asia
Lesotho;LSO;1989;59,5;1804;1767094;Africa
Liberia;LBR;1989;43,5;3054;2507604;Africa
Libya;LBY;1989;69;4873;4130046;Africa
Lithuania;LTU;1989;71,4;14693;3773181;Europe
Luxembourg;LUX;1989;74,7;36442;376960;Europe
Madagascar;MDG;1989;51,1;1251;11536740;Africa
Malawi;MWI;1989;43,3;864;9174895;Africa
Malaysia;MYS;1989;71,1;7634;17020144;Asia
Mali;MLI;1989;45,9;1205;8774126;Africa
Malta;MLT;1989;75,4;12607;361913;Europe
Mauritania;MRT;1989;59,3;1559;1955044;Africa
Mauritius;MUS;1989;68,8;10806;1076973;Africa
Mexico;MEX;1989;69,6;9392;80233752;North America
Moldova;MDA;1989;68,7;10288;4459386;Europe
